"","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"276",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"277","wenn","CONJ.SubFin","wenn","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"278","es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"279","einer","PRO.Indef.Subst.Nom.Sg.Masc","eine","PRO","Indef","Subst","Nom",NA,"Sg","Masc",NA,NA
"280","bedarf","VFIN.Full.3.Sg.Pres.Ind","bedürfen","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"281","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"283","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"284","Wo","PROADV.Inter","wo","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"285","ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"286","sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"287","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"289","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","In","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"292","der","ART.Def.Dat.Sg.Fem","die","ART","Def",NA,"Dat",NA,"Sg","Fem",NA,NA
"293","Stadt","N.Reg.Dat.Sg.Fem","Stadt","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"294","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"296","oder","CONJ.Coord","oder","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"297","auf","APPR","auf","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"298","ihrer","PRO.Poss.Attr.Dat.Sg.Fem","ihre","PRO","Poss","Attr","Dat",NA,"Sg","Fem",NA,NA
"299","Villa","N.Reg.Dat.Sg.Fem","Villa","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"300","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"302","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"305","ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"306","gestern","ADV","gestern","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"307","in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"308","die","ART.Def.Acc.Sg.Fem","die","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"309","Stadt","N.Reg.Acc.Sg.Fem","Stadt","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"310","gekommen","VPP.Full.Psp","kommen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"311","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"313","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Desto","CONJ.Coord","desto","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"316","schlimmer","ADJD.Comp","schlimm","ADJD","Comp",NA,NA,NA,NA,NA,NA,NA
"317","–","N.Reg.Nom.Sg.Masc","–","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"318","besser","ADJD.Comp","gut","ADJD","Comp",NA,NA,NA,NA,NA,NA,NA
"319","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"321","wollt","VFIN.Mod.2.Pl.Pres.Ind","wollen","VFIN","Mod",NA,NA,"2","Pl",NA,"Pres","Ind"
"322","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","'","SYM.Quot.Right","'","SYM",NA,"Right",NA,NA,NA,NA,NA,NA
"324","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"325","sagen","VINF.Full","sagen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"326","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"328","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","So","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"331","braucht","VFIN.Full.3.Sg.Pres.Ind","brauchen","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"332","der","ART.Def.Nom.Sg.Masc","die","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"333","Läufer","N.Reg.Nom.Sg.Masc","Läufer","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"334","um","APPR","um","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"335","so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"336","weniger","PRO.Indef.Subst.*.*.*","weniger","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"337","zu","PART.Zu","zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"338","warten","VINF.Full","warten","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"339","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"341","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"344","teure","ADJA.Pos.Nom.Sg.Fem","teuer","ADJA","Pos",NA,"Nom",NA,"Sg","Fem",NA,NA
"345","Gräfin","N.Reg.Nom.Sg.Fem","Gräfin","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"346","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"348","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","So","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"351","gut","ADJD.Pos","gut","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"352","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"354","als","CONJ.Comp","als","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"355","gelesen","VPP.Full.Psp","lesen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"356","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"358","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"359","Nun","ADV","nun","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"360","ja","PART.Ans","ja","PART","Ans",NA,NA,NA,NA,NA,NA,NA
"361","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"363","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"364","habe","VFIN.Aux.1.Sg.Pres.Ind","haben","VFIN","Aux",NA,NA,"1","Sg",NA,"Pres","Ind"
"365","sie","PRO.Pers.Subst.3.Acc.Sg.Fem","sie","PRO","Pers","Subst","Acc","3","Sg","Fem",NA,NA
"366","zu","PART.Zu","zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"367","lieben","VINF.Full","lieben","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"368","geglaubt","VPP.Full.Psp","glauben","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"369","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"371","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Was","PRO.Inter.Subst.Acc.Sg.Neut","was","PRO","Inter","Subst","Acc",NA,"Sg","Neut",NA,NA
"374","glaubt","VFIN.Full.3.Sg.Pres.Ind","glauben","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"375","man","PRO.Indef.Subst.Nom.Sg.*","man","PRO","Indef","Subst","Nom",NA,"Sg",NA,NA,NA
"376","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"377","alles","PRO.Indef.Subst.Acc.Sg.Neut","alle","PRO","Indef","Subst","Acc",NA,"Sg","Neut",NA,NA
"378","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"380","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Kann","VFIN.Mod.3.Sg.Pres.Ind","können","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"383","sein","VINF.Aux","sein","VINF","Aux",NA,NA,NA,NA,NA,NA,NA
"384","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"386","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"387","habe","VFIN.Aux.1.Sg.Pres.Ind","haben","VFIN","Aux",NA,NA,"1","Sg",NA,"Pres","Ind"
"388","sie","PRO.Pers.Subst.3.Acc.Sg.Fem","sie","PRO","Pers","Subst","Acc","3","Sg","Fem",NA,NA
"389","auch","ADV","auch","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"390","wirklich","ADJD.Pos","wirklich","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"391","geliebt","VPP.Full.Psp","lieben","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"392","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"394","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Aber","CONJ.Coord","aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"397","–","TRUNC.Noun","–","TRUNC","Noun",NA,NA,NA,NA,NA,NA,NA
"398","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"399","habe","VFIN.Aux.1.Sg.Pres.Ind","haben","VFIN","Aux",NA,NA,"1","Sg",NA,"Pres","Ind"
"400","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"402","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Der","ART.Def.Nom.Sg.Masc","die","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"405","Maler","N.Reg.Nom.Sg.Masc","Maler","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"406","Conti","N.Name.Nom.Sg.*","Conti","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"407","will","VFIN.Mod.3.Sg.Pres.Ind","wollen","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"408","die","ART.Def.Acc.Sg.Fem","die","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"409","Gnade","N.Reg.Acc.Sg.Fem","Gnade","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"410","haben","VINF.Aux","haben","VINF","Aux",NA,NA,NA,NA,NA,NA,NA
"411","–","FM","–","FM",NA,NA,NA,NA,NA,NA,NA,NA
"412","–","FM","–","FM",NA,NA,NA,NA,NA,NA,NA,NA
"413","Conti","N.Name.Nom.Sg.*","Conti","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"414","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"416","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Recht","N.Reg.Nom.Sg.Neut","Recht","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"419","wohl","ADV","wohl","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"420","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"422","laßt","VIMP.Full.2.Pl","lassen","VIMP","Full",NA,NA,"2","Pl",NA,NA,NA
"423","ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie","PRO","Pers","Subst","Acc","3","Sg","Masc",NA,NA
"424","herein","ADV","herein","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"425","kommen","VFIN.Full.3.Pl.Pres.Ind","kommen","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"426","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"428","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"429","Das","PRO.Dem.Subst.Nom.Sg.Neut","die","PRO","Dem","Subst","Nom",NA,"Sg","Neut",NA,NA
"430","wird","VFIN.Aux.3.Sg.Pres.Ind","werden","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"431","mir","PRO.Pers.Subst.1.Dat.Sg.*","sie","PRO","Pers","Subst","Dat","1","Sg",NA,NA,NA
"432","andere","ADJA.Pos.Acc.Pl.Masc","ander","ADJA","Pos",NA,"Acc",NA,"Pl","Masc",NA,NA
"433","Gedanken","N.Reg.Acc.Pl.Masc","Gedanke","N","Reg",NA,"Acc",NA,"Pl","Masc",NA,NA
"434","in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"435","den","ART.Def.Acc.Sg.Masc","die","ART","Def",NA,"Acc",NA,"Sg","Masc",NA,NA
"436","Kopf","N.Reg.Acc.Sg.Masc","Kopf","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"437","bringen","VINF.Full","bringen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"438","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"440","–","ADJA.Pos.Acc.Sg.Masc","–","ADJA","Pos",NA,"Acc",NA,"Sg","Masc",NA,NA
"441","Guten","ADJA.Pos.Acc.Sg.Masc","gut","ADJA","Pos",NA,"Acc",NA,"Sg","Masc",NA,NA
"442","Morgen","N.Reg.Acc.Sg.Masc","Morgen","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"443","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"445","Conti","N.Name.Nom.Sg.*","Conti","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"446","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"448","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Wie","PROADV.Inter","wie","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"451","leben","VFIN.Full.3.Pl.Pres.Ind","leben","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"452","Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"453","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"455","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Was","PRO.Inter.Subst.Nom.Sg.Neut","was","PRO","Inter","Subst","Nom",NA,"Sg","Neut",NA,NA
"458","macht","VFIN.Full.3.Sg.Pres.Ind","machen","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"459","die","ART.Def.Acc.Sg.Fem","die","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"460","Kunst","N.Reg.Acc.Sg.Fem","Kunst","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"461","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"463","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Prinz","N.Reg.Nom.Sg.Masc","Prinz","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"466","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"468","die","ART.Def.Nom.Sg.Fem","die","ART","Def",NA,"Nom",NA,"Sg","Fem",NA,NA
"469","Kunst","N.Reg.Nom.Sg.Fem","Kunst","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"470","geht","VFIN.Full.3.Sg.Pres.Ind","gehen","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"471","nach","APPR","nach","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"472","Brot","N.Reg.Dat.Sg.Neut","Brot","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"473","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"475","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Das","PRO.Dem.Subst.Acc.Sg.Neut","die","PRO","Dem","Subst","Acc",NA,"Sg","Neut",NA,NA
"478","muß","VFIN.Mod.3.Sg.Pres.Ind","müssen","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"479","sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"480","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"481","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"483","das","PRO.Dem.Subst.Acc.Sg.Neut","die","PRO","Dem","Subst","Acc",NA,"Sg","Neut",NA,NA
"484","soll","VFIN.Mod.3.Sg.Pres.Ind","sollen","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"485","sie","PRO.Pers.Subst.3.Nom.Sg.Fem","sie","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"486","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"487","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"489","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"490","in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"491","meinem","PRO.Poss.Attr.Dat.Sg.Neut","meine","PRO","Poss","Attr","Dat",NA,"Sg","Neut",NA,NA
"492","kleinen","ADJA.Pos.Dat.Sg.Neut","klein","ADJA","Pos",NA,"Dat",NA,"Sg","Neut",NA,NA
"493","Gebiete","N.Reg.Dat.Sg.Neut","Gebiet","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"494","gewiß","ADV","gewiß","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"495","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"496","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"498","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"499","Aber","CONJ.Coord","aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"500","der","ART.Def.Nom.Sg.Masc","die","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"501","Künstler","N.Reg.Nom.Sg.Masc","Künstler","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"502","muß","VFIN.Mod.3.Sg.Pres.Ind","müssen","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"503","auch","ADV","auch","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"504","arbeiten","VINF.Full","arbeiten","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"505","wollen","VINF.Mod","wollen","VINF","Mod",NA,NA,NA,NA,NA,NA,NA
"506","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"508","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Arbeiten","N.Reg.Nom.Pl.Fem","Arbeit","N","Reg",NA,"Nom",NA,"Pl","Fem",NA,NA
"511","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"513","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Das","PRO.Dem.Subst.Nom.Sg.Neut","die","PRO","Dem","Subst","Nom",NA,"Sg","Neut",NA,NA
"516","ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"517","seine","PRO.Poss.Attr.Nom.Sg.Fem","seine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"518","Lust","N.Reg.Nom.Sg.Fem","Lust","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"519","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"521","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Nur","ADV","nur","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"524","zu","APPR","zu","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"525","viel","ADV","viel","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"526","arbeiten","VINF.Full","arbeiten","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"527","müssen","VFIN.Mod.3.Pl.Pres.Ind","müssen","VFIN","Mod",NA,NA,"3","Pl",NA,"Pres","Ind"
"528","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"530","kann","VFIN.Mod.3.Sg.Pres.Ind","können","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"531","ihn","PRO.Pers.Subst.3.Acc.Sg.Masc","sie","PRO","Pers","Subst","Acc","3","Sg","Masc",NA,NA
"532","um","APPR","um","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"533","den","ART.Def.Acc.Sg.Masc","die","ART","Def",NA,"Acc",NA,"Sg","Masc",NA,NA
"534","Namen","N.Reg.Acc.Sg.Masc","Name","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"535","Künstler","N.Reg.Acc.Pl.Masc","Künstler","N","Reg",NA,"Acc",NA,"Pl","Masc",NA,NA
"536","bringen","VINF.Full","bringen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"537","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"539","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"542","meine","VFIN.Full.1.Sg.Pres.Ind","meinen","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"543","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"544","vieles","PRO.Indef.Subst.Nom.Sg.Neut","viele","PRO","Indef","Subst","Nom",NA,"Sg","Neut",NA,NA
"545","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"547","sondern","CONJ.Coord","sondern","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"548","viel","ADV","viel","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"549","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",":","SYM.Pun.Colon",":","SYM","Pun",NA,NA,NA,NA,NA,NA,NA
"551","ein","ART.Indef.*.*.*","eine","ART","Indef",NA,NA,NA,NA,NA,NA,NA
