"","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"10068","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"10069","Tochter","N.Reg.Nom.Sg.Fem","Tochter","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"10070","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10071",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10072","bevor","CONJ.SubFin","bevor","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"10073","dir","PRO.Pers.Subst.2.Dat.Sg.*","sie","PRO","Pers","Subst","Dat","2","Sg",NA,NA,NA
"10074","es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"10075","dein","PRO.Poss.Attr.Nom.Sg.Masc","deine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"10076","eigner","ADJA.Pos.Nom.Sg.Masc","eign","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"10077","gesunder","ADJA.Pos.Nom.Sg.Masc","gesund","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"10078","Verstand","N.Reg.Nom.Sg.Masc","Verstand","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10079","sagte","VFIN.Full.3.Sg.Past.Ind","sagen","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"10080","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10081",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10082","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10083","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10084","Und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"10085","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"10086","wußte","VFIN.Full.1.Sg.Past.Ind","wissen","VFIN","Full",NA,NA,"1","Sg",NA,"Past","Ind"
"10087","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10088",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10089","er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"10090","würde","VFIN.Aux.1.Sg.Past.Subj","werden","VFIN","Aux",NA,NA,"1","Sg",NA,"Past","Subj"
"10091","dir","PRO.Pers.Subst.2.Dat.Sg.*","sie","PRO","Pers","Subst","Dat","2","Sg",NA,NA,NA
"10092","es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"10093","sagen","VINF.Full","sagen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10094","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10095",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10096","sobald","CONJ.SubFin","sobald","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"10097","du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"10098","wieder","ADV","wieder","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10099","zu","APPR","zu","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10100","dir","PRO.Pers.Subst.2.Dat.Sg.*","sie","PRO","Pers","Subst","Dat","2","Sg",NA,NA,NA
"10101","selbst","ADV","selbst","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10102","gekommen","VPP.Full.Psp","kommen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"10103","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10104",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10105","–","N.Reg.Nom.Sg.Masc","–","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10106","Der","ART.Def.Nom.Sg.Masc","die","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"10107","Prinz","N.Reg.Nom.Sg.Masc","Prinz","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10108","ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"10109","galant","ADJD.Pos","galant","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10110","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10111",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10112","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10113","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10114","Du","PRO.Pers.Subst.2.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"10115","bist","VFIN.Aux.2.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"2","Sg",NA,"Pres","Ind"
"10116","die","ART.Def.Nom.Sg.Fem","die","ART","Def",NA,"Nom",NA,"Sg","Fem",NA,NA
"10117","unbedeutende","ADJA.Pos.Nom.Sg.Fem","unbedeutend","ADJA","Pos",NA,"Nom",NA,"Sg","Fem",NA,NA
"10118","Sprache","N.Reg.Nom.Sg.Fem","Sprache","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"10119","der","ART.Def.Gen.Sg.Fem","die","ART","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"10120","Galanterie","N.Reg.Gen.Sg.Fem","Galanterie","N","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"10121","zu","PART.Deg","zu","PART","Deg",NA,NA,NA,NA,NA,NA,NA
"10122","wenig","PRO.Indef.Subst.*.*.*","wenig","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"10123","gewohnt","VPP.Full.Psp","wohnen","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"10124","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10125",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10126","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10127","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10128","Eine","ART.Indef.Nom.Sg.Fem","eine","ART","Indef",NA,"Nom",NA,"Sg","Fem",NA,NA
"10129","Höflichkeit","N.Reg.Nom.Sg.Fem","Höflichkeit","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"10130","wird","VFIN.Aux.3.Sg.Pres.Ind","werden","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"10131","in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10132","ihr","PRO.Pers.Subst.3.Dat.Sg.Fem","sie","PRO","Pers","Subst","Dat","3","Sg","Fem",NA,NA
"10133","zur","APPRART.Dat.Sg.Fem","zu","APPRART",NA,NA,"Dat",NA,"Sg","Fem",NA,NA
"10134","Empfindung","N.Reg.Dat.Sg.Fem","Empfindung","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"10135","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10136",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10137","eine","ART.Indef.Acc.Sg.Fem","eine","ART","Indef",NA,"Acc",NA,"Sg","Fem",NA,NA
"10138","Schmeichelei","N.Reg.Acc.Sg.Fem","Schmeichelei","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"10139","zur","APPRART.Dat.Sg.Fem","zu","APPRART",NA,NA,"Dat",NA,"Sg","Fem",NA,NA
"10140","Beteurung","N.Reg.Dat.Sg.Fem","Beteurung","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"10141","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10142",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10143","ein","ART.Indef.Nom.Sg.Masc","eine","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"10144","Einfall","N.Reg.Nom.Sg.Masc","Einfall","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10145","zum","APPRART.Dat.Sg.Masc","zu","APPRART",NA,NA,"Dat",NA,"Sg","Masc",NA,NA
"10146","Wunsche","N.Reg.Dat.Sg.Masc","Wunsch","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"10147","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10148",";","SYM.Pun.Sent",";","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10149","ein","ART.Indef.Nom.Sg.Masc","eine","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"10150","Wunsch","N.Reg.Nom.Sg.Masc","Wunsch","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10151","zum","APPRART.Dat.Sg.Masc","zu","APPRART",NA,NA,"Dat",NA,"Sg","Masc",NA,NA
"10152","Vorsatze","N.Reg.Dat.Sg.Masc","Vorsatz","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"10153","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10154",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10155","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10156","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10157","Nichts","PRO.Indef.Subst.Nom.Sg.Neut","nichts","PRO","Indef","Subst","Nom",NA,"Sg","Neut",NA,NA
"10158","klingt","VFIN.Full.3.Sg.Pres.Ind","klingen","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"10159","in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10160","dieser","PRO.Dem.Attr.Dat.Sg.Fem","diese","PRO","Dem","Attr","Dat",NA,"Sg","Fem",NA,NA
"10161","Sprache","N.Reg.Dat.Sg.Fem","Sprache","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"10162","wie","CONJ.Comp","wie","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"10163","alles","PRO.Indef.Subst.Nom.Sg.Neut","alle","PRO","Indef","Subst","Nom",NA,"Sg","Neut",NA,NA
"10164","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10165",":","SYM.Pun.Colon",":","SYM","Pun",NA,NA,NA,NA,NA,NA,NA
"10166","und","CONJ.Coord","und","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"10167","alles","PRO.Indef.Subst.Nom.Sg.Neut","alle","PRO","Indef","Subst","Nom",NA,"Sg","Neut",NA,NA
"10168","ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"10169","in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10170","ihr","PRO.Pers.Subst.3.Dat.Sg.Fem","sie","PRO","Pers","Subst","Dat","3","Sg","Fem",NA,NA
"10171","so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10172","viel","PRO.Indef.Subst.*.*.*","viel","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"10173","als","CONJ.Comp","als","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"10174","nichts","PRO.Indef.Subst.*.*.Neut","nichts","PRO","Indef","Subst",NA,NA,NA,"Neut",NA,NA
"10175","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10176",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10177","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10178","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10179","O","N.Name.Nom.Sg.*","O","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"10180","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"10181","Mutter","N.Reg.Nom.Sg.Fem","Mutter","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"10182","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10183","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10184","–","N.Name.Nom.Sg.*","–","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"10185","so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10186","müßte","VFIN.Mod.3.Sg.Past.Subj","müssen","VFIN","Mod",NA,NA,"3","Sg",NA,"Past","Subj"
"10187","ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"10188","mir","PRO.Refl.Subst.1.Dat.Sg.*","sie","PRO","Refl","Subst","Dat","1","Sg",NA,NA,NA
"10189","mit","APPR","mit","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10190","meiner","PRO.Poss.Attr.Dat.Sg.Fem","meine","PRO","Poss","Attr","Dat",NA,"Sg","Fem",NA,NA
"10191","Furcht","N.Reg.Dat.Sg.Fem","Furcht","N","Reg",NA,"Dat",NA,"Sg","Fem",NA,NA
"10192","vollends","ADV","vollends","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10193","lächerlich","ADJD.Pos","lächerlich","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10194","vorkommen","VINF.Full","vorkommen","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10195","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10196","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10197","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"10198","Nun","ADV","nun","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10199","soll","VFIN.Mod.3.Sg.Pres.Ind","sollen","VFIN","Mod",NA,NA,"3","Sg",NA,"Pres","Ind"
"10200","er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"10201","gewiß","ADV","gewiß","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10202","nichts","PRO.Indef.Subst.*.*.Neut","nichts","PRO","Indef","Subst",NA,NA,NA,"Neut",NA,NA
"10203","davon","PROADV.Dem","davon","PROADV","Dem",NA,NA,NA,NA,NA,NA,NA
"10204","erfahren","VINF.Full","erfahren","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10205","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10206",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10207","mein","PRO.Poss.Attr.Nom.Sg.Masc","meine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"10208","guter","ADJA.Pos.Nom.Sg.Masc","gut","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"10209","Appiani","N.Name.Nom.Sg.Masc","Appiani","N","Name",NA,"Nom",NA,"Sg","Masc",NA,NA
"10210","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10211","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10212","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10213","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10214","Er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"10215","könnte","VFIN.Mod.3.Sg.Past.Subj","können","VFIN","Mod",NA,NA,"3","Sg",NA,"Past","Subj"
"10216","mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"10217","leicht","ADJD.Pos","leicht","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10218","für","APPR","für","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10219","mehr","PRO.Indef.Attr.*.*.*","mehr","PRO","Indef","Attr",NA,NA,NA,NA,NA,NA
"10220","eitel","ADJD.Pos","eitel","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10221","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10222",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10223","als","CONJ.Comp","als","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"10224","tugendhaft","ADJD.Pos","tugendhaft","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10225","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10226",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10227","halten","VINF.Full","halten","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"10228","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10229",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10230","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"10231","Hui","ITJ","hui","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"10232","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10233","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10234","daß","CONJ.SubFin","dass","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"10235","er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"10236","da","ADV","da","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10237","selbst","ADV","selbst","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10238","kömmt","VFIN.Full.3.Sg.Pres.Ind","kömmt","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"10239","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10240","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10241","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10242","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10243","Es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"10244","ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"10245","sein","PRO.Poss.Attr.Nom.Sg.Masc","seine","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"10246","Gang","N.Reg.Nom.Sg.Masc","Gang","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10247","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10248",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10249","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10250","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10251","Ah","ITJ","ah","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"10252","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10253",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10254","meine","PRO.Poss.Attr.Nom.Sg.Fem","meine","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"10255","Teuerste","N.Reg.Nom.Sg.Fem","Teuerste","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"10256","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10257","!","SYM.Pun.Sent","!","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10258","–","CARD","[number]","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"10259","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"10260","war","VFIN.Aux.1.Sg.Past.Ind","sein","VFIN","Aux",NA,NA,"1","Sg",NA,"Past","Ind"
"10261","mir","PRO.Refl.Subst.1.Dat.Sg.*","sie","PRO","Refl","Subst","Dat","1","Sg",NA,NA,NA
"10262","Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"10263","in","APPR","in","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"10264","dem","ART.Def.Dat.Sg.Neut","die","ART","Def",NA,"Dat",NA,"Sg","Neut",NA,NA
"10265","Vorzimmer","N.Reg.Dat.Sg.Neut","Vorzimmer","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"10266","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"10267","vermutend","ADJD.Pos","vermutend","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10268","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10269",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10270","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10271","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10272","Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"10273","wünschte","VFIN.Full.1.Sg.Past.Ind","wünschen","VFIN","Full",NA,NA,"1","Sg",NA,"Past","Ind"
"10274","Sie","PRO.Pers.Subst.3.Acc.*.*","sie","PRO","Pers","Subst","Acc","3",NA,NA,NA,NA
"10275","heiter","ADJD.Pos","heiter","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10276","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10277",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10278","Herr","N.Reg.Nom.Sg.Masc","Herr","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10279","Graf","N.Name.Nom.Sg.Masc","Graf","N","Name",NA,"Nom",NA,"Sg","Masc",NA,NA
"10280","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10281",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10282","auch","ADV","auch","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10283","wo","PROADV.Inter","wo","PROADV","Inter",NA,NA,NA,NA,NA,NA,NA
"10284","Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie","PRO","Pers","Subst","Nom","3","Pl",NA,NA,NA
"10285","mich","PRO.Pers.Subst.1.Acc.Sg.*","sie","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"10286","nicht","PART.Neg","nicht","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"10287","vermuten","VFIN.Full.3.Pl.Pres.Ind","vermuten","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"10288","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10289",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10290","–","N.Reg.Nom.Sg.Masc","–","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10291","So","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10292","feierlich","ADJD.Pos","feierlich","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10293","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10294","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10295","so","ADV","so","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10296","ernsthaft","ADJD.Pos","ernsthaft","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10297","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10298","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10299","–","N.Reg.Dat.Pl.Fem","–","N","Reg",NA,"Dat",NA,"Pl","Fem",NA,NA
"10300","Ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"10301","dieser","PRO.Dem.Attr.Nom.Sg.Masc","diese","PRO","Dem","Attr","Nom",NA,"Sg","Masc",NA,NA
"10302","Tag","N.Reg.Nom.Sg.Masc","Tag","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"10303","keiner","PRO.Indef.Subst.Acc.Sg.Fem","keine","PRO","Indef","Subst","Acc",NA,"Sg","Fem",NA,NA
"10304","freudigern","VFIN.Full.3.Pl.Pres.Ind","freudigern","VFIN","Full",NA,NA,"3","Pl",NA,"Pres","Ind"
"10305","Aufwallung","N.Reg.Acc.Sg.Fem","Aufwallung","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"10306","wert","ADJD.Pos","wert","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10307","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10308","?","SYM.Pun.Sent","?","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10309","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10310","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10311","Er","PRO.Pers.Subst.3.Nom.Sg.Masc","sie","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"10312","ist","VFIN.Aux.3.Sg.Pres.Ind","sein","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"10313","mehr","ADV","mehr","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"10314","wert","ADJD.Pos","wert","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"10315","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10316",",","SYM.Pun.Comma",",","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"10317","als","CONJ.Comp","als","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"10318","mein","PRO.Poss.Attr.Acc.Sg.Neut","meine","PRO","Poss","Attr","Acc",NA,"Sg","Neut",NA,NA
"10319","ganzes","ADJA.Pos.Acc.Sg.Neut","ganz","ADJA","Pos",NA,"Acc",NA,"Sg","Neut",NA,NA
"10320","Leben","N.Reg.Acc.Sg.Neut","Leben","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"10321","<g/>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10322",".","SYM.Pun.Sent",".","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"10323","</s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10324","<s>",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"10325","Aber","CONJ.Coord","aber","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"10326","schwanger","ADJD.Pos","schwanger","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
